link,name,price,locality,region,postal_code,address,latitude,longitude,images,description,bedrooms,bathrooms,floor_size_sq_ft,uniq_id,scraped_at
https://www.homes.com/property/849-river-rd-modesto-ca-95351/id-100001042364/,"849 River Rd, Modesto, CA 95351","$512,710",Modesto,CA,95351,849 River Rd,37.626149,-120.980998,,"This Single Family Residence is located at 849 River Rd, Modesto, Ca. The estimated value of this home is currently priced at 512,710, approximately $207.41 per square foot. This property was originally built in 1978. 849 River Rd is within the school district Modesto City High School District with nearby schools including Tuolumne Elementary School, Evelyn Hanshaw Middle School, and Peter Johansen High School.",3,3,"2,472",88490e68-3dd2-5b28-b982-4776a9450a08,01/07/2022 18:13:49
https://www.homes.com/property/11487-deer-park-dr-nevada-city-ca-95959/id-100005021466/,"11487 Deer Park Dr, Nevada City, CA 95959","$639,394",Nevada City,CA,95959,11487 Deer Park Dr,39.244394,-121.055032,,"This Single Family Residence is located at 11487 Deer Park Dr, Nevada City, Ca. The estimated value of this home is currently priced at 639,394. This property was originally built in 1972. 11487 Deer Park Dr is within the school district Nevada Joint Union High with nearby schools including Deer Creek Elementary School, Seven Hills Intermediate School, and Nu Tech High School.",3,2,,56b5cb00-8613-5e80-9dff-96a5e787335d,01/07/2022 18:13:49
https://www.homes.com/property/4304-robbins-st-san-diego-ca-92122/id-100001991015/,"4304 Robbins St, San Diego, CA 92122","$1,531,872",San Diego,CA,92122,4304 Robbins St,32.858649,-117.199033,,"This Single Family Residence is located at 4304 Robbins St, San Diego, Ca. The estimated value of this home is currently priced at 1,531,872, approximately $802.03 per square foot. 4304 Robbins St is within the school district San Diego Unified School District with nearby schools including Curie Elementary School, Standley Middle School, and University City High School.",3,2,"1,910",bbf52bf9-566e-52cb-bb48-5cb8d2457eda,01/07/2022 18:13:50
https://www.homes.com/property/434-capitol-ave-san-francisco-ca-94112/id-100000165187/,"434 Capitol Ave, San Francisco, CA 94112","$1,411,760",San Francisco,CA,94112,434 Capitol Ave,37.714587,-122.458764,,"This Single Family Residence is located at 434 Capitol Ave, San Francisco, Ca. The estimated value of this home is currently priced at 1,411,760. This property was originally built in 1929. 434 Capitol Ave is within the school district San Francisco Unified School District with nearby schools including Sheridan Elementary School, James Denman Middle School, and Leadership Charter High School.",5,4,,0da36d2d-8086-5ede-b975-14849aba4103,01/07/2022 18:13:50
https://www.homes.com/property/414-reina-dr-dinuba-ca-93618/id-100001272445/,"414 Reina Dr, Dinuba, CA 93618","$264,152",Dinuba,CA,93618,414 Reina Dr,36.556698,-119.398748,,"This Single Family Residence is located at 414 Reina Dr, Dinuba, Ca. The estimated value of this home is currently priced at 264,152, approximately $211.66 per square foot. This property was originally built in 1972. 414 Reina Dr is within the school district Dinuba Unified School District with nearby schools including Roosevelt Elementary School, Washington Intermediate School, and Dinuba High School.",3,2,"1,248",2a81ce2e-d90a-5414-9657-9cfd70296b2f,01/07/2022 18:13:50
https://www.homes.com/property/4285-del-rio-rd-atascadero-ca-93422/id-100000416058/,"4285 Del Rio Rd, Atascadero, CA 93422","$712,584",Atascadero,CA,93422,4285 Del Rio Rd,35.512203,-120.681421,,"This Single Family Residence is located at 4285 Del Rio Rd, Atascadero, Ca. The estimated value of this home is currently priced at 712,584, approximately $411.42 per square foot. This property was originally built in 1972. 4285 Del Rio Rd is within the school district Atascadero Unified School District with nearby schools including San Benito Road Elementary School, Atascadero Junior High School, and Atascadero High School.",3,2,"1,732",9f3e53ca-6bb6-5d34-997a-8054d2e47c92,01/07/2022 18:13:50
https://www.homes.com/property/511-center-st-laguna-beach-ca-92651/id-100001553151/,"511 Center St, Laguna Beach, CA 92651","$3,966,074",Laguna Beach,CA,92651,511 Center St,33.530139,-117.767658,,"This Single Family Residence is located at 511 Center St, Laguna Beach, Ca. The estimated value of this home is currently priced at 3,966,074, approximately $1,103.83 per square foot. This property was originally built in 1969. 511 Center St is within the school district Laguna Beach Unified School District with nearby schools including Top Of The World Elementary School, Thurston Middle School, and Laguna Beach High School.",4,3,"3,593",1cfd8d24-889f-5d14-9d65-6672fcea0bc9,01/07/2022 18:13:50
https://www.homes.com/property/1308-w-kaweah-ave-visalia-ca-93277/id-100001295717/,"1308 W Kaweah Ave, Visalia, CA 93277","$447,336",Visalia,CA,93277,1308 W Kaweah Ave,36.325853,-119.306054,,"This Single Family Residence is located at 1308 W Kaweah Ave, Visalia, Ca. The estimated value of this home is currently priced at 447,336, approximately $307.66 per square foot. This property was originally built in 1937. 1308 W Kaweah Ave is within the school district Visalia Unified School District with nearby schools including Conyer Elementary School, Conyer Elementary School, and Mt. Whitney High School.",2,1,"1,454",aabad80f-c0da-51ab-960a-baa8f75114b6,01/07/2022 18:13:51
https://www.homes.com/property/6218-cord-ave-pico-rivera-ca-90660/id-100000079880/,"6218 Cord Ave, Pico Rivera, CA 90660","$753,953",Pico Rivera,CA,90660,6218 Cord Ave,33.985694,-118.083633,,"This Single Family Residence is located at 6218 Cord Ave, Pico Rivera, Ca. The estimated value of this home is currently priced at 753,953, approximately $441.94 per square foot. This property was originally built in 1949. 6218 Cord Ave is within the school district El Rancho Unified School District with nearby schools including Valencia Elementary School, Rivera Middle School, and El Rancho High School.",4,3,"1,706",e7c43e69-9633-5257-88f0-f61c8c3cbac7,01/07/2022 18:13:51
https://www.homes.com/property/40875-lois-ct-hemet-ca-92544/id-100003281850/,"40875 Lois Ct, Hemet, CA 92544","$338,472",Hemet,CA,92544,40875 Lois Ct,33.733653,-116.947864,,"This Single Family Residence is located at 40875 Lois Ct, Hemet, Ca. The estimated value of this home is currently priced at 338,472, approximately $295.09 per square foot. This property was originally built in 1968. 40875 Lois Ct is within the school district Hemet Unified School District with nearby schools including Ramona Elementary School, Acacia Middle School, and Hemet High School.",2,2,"1,147",42d6f65f-a4f6-56e2-9b10-5caf683f26a3,01/07/2022 18:13:51
https://www.homes.com/property/16322-golden-gate-ln-huntington-beach-ca-92649/id-100001254125/,"16322 Golden Gate Ln, Huntington Beach, CA 92649","$893,604",Huntington Beach,CA,92649,16322 Golden Gate Ln,33.724947,-118.037482,,"This Single Family Residence is located at 16322 Golden Gate Ln, Huntington Beach, Ca. The estimated value of this home is currently priced at 893,604, approximately $796.44 per square foot. This property was originally built in 1960. 16322 Golden Gate Ln is within the school district Huntington Beach Union High School District with nearby schools including Village View Elementary School, Marine View Middle School, and Marina High School.",3,2,"1,122",e9307b9b-9f51-57a5-9f8e-b716cd87ebe9,01/07/2022 18:13:51
https://www.homes.com/property/4183-cosmo-st-san-diego-ca-92111/id-100004940295/,"4183 Cosmo St, San Diego, CA 92111","$923,853",San Diego,CA,92111,4183 Cosmo St,32.819786,-117.16565,,"This Single Family Residence is located at 4183 Cosmo St, San Diego, Ca. The estimated value of this home is currently priced at 923,853, approximately $560.59 per square foot. This property was originally built in 1958. 4183 Cosmo St is within the school district San Diego Unified School District with nearby schools including Lindbergh Schweitzer Elementary School, Lindbergh Schweitzer Elementary School, and Madison High School.",3,2,"1,648",3bb38bad-9c24-5970-a6f5-5e140b1550af,01/07/2022 18:13:51
https://www.homes.com/property/3667-mariella-st-riverside-ca-92504/id-100003140889/,"3667 Mariella St, Riverside, CA 92504","$566,364",Riverside,CA,92504,3667 Mariella St,33.941695,-117.403212,,"This Single Family Residence is located at 3667 Mariella St, Riverside, Ca. The estimated value of this home is currently priced at 566,364, approximately $391.41 per square foot. This property was originally built in 1946. 3667 Mariella St is within the school district Riverside Unified School District with nearby schools including Madison Elementary School, Madison Elementary School, and Ramona High School.",2,1,"1,447",092608ba-07e1-573c-8dd2-8b0283df193c,01/07/2022 18:13:51
https://www.homes.com/property/555-e-8th-st-beaumont-ca-92223/id-100003256774/,"555 E 8th St, Beaumont, CA 92223","$349,872",Beaumont,CA,92223,555 E 8th St,33.932269,-116.974815,,"This Single Family Residence is located at 555 E 8Th St, Beaumont, Ca. The estimated value of this home is currently priced at 349,872, approximately $193.30 per square foot. This property was originally built in 1957. 555 E 8Th St is within the school district Beaumont Unified School District with nearby schools including Palm Elementary School, San Gorgonio Middle School, and Beaumont Senior High School.",4,2,"1,810",7dcf1ea1-f252-5fe3-9e98-fddf83074d5f,01/07/2022 18:13:51
https://www.homes.com/property/27-orange-ave-colusa-ca-95932/id-100003919411/,"27 Orange Ave, Colusa, CA 95932","$185,300",Colusa,CA,95932,27 Orange Ave,39.217747,-122.021342,,"This Single Family Residence is located at 27 Orange Ave, Colusa, Ca. The estimated value of this home is currently priced at 185,300, approximately $260.99 per square foot. This property was originally built in 1940. 27 Orange Ave is within the school district Colusa Unified School District with nearby schools including James M. Burchfield Primary School, George T. Egling Middle School, and Colusa High School.",1Bed,1,710,aef35452-1347-5623-bc1e-3f4cfa271739,01/07/2022 18:13:51
https://www.homes.com/property/25993-blueleaf-st-moreno-valley-ca-92553/id-100003305389/,"25993 Blueleaf St, Moreno Valley, CA 92553","$706,211",Moreno Valley,CA,92553,25993 Blueleaf St,33.93034,-117.209257,,"This Single Family Residence is located at 25993 Blueleaf St, Moreno Valley, Ca. The estimated value of this home is currently priced at 706,211, approximately $329.24 per square foot. This property was originally built in 1999. 25993 Blueleaf St is within the school district Moreno Valley Unified School District with nearby schools including Butterfield Elementary School, Mountain View Middle School, and Valley View High School.",4,3,"2,145",db17c417-98a4-5a35-b879-953c635c97c5,01/07/2022 18:13:52
https://www.homes.com/property/921-pasadena-ln-modesto-ca-95350/id-100001119790/,"921 Pasadena Ln, Modesto, CA 95350","$398,560",Modesto,CA,95350,921 Pasadena Ln,37.675755,-120.981496,,"This Single Family Residence is located at 921 Pasadena Ln, Modesto, Ca. The estimated value of this home is currently priced at 398,560, approximately $358.42 per square foot. This property was originally built in 1962. 921 Pasadena Ln is within the school district Modesto City High School District with nearby schools including Standiford Elementary School, Somerset Middle School, and Fred C. Beyer High School.",3,2,"1,112",4e06b5b0-0b75-5694-bd2f-3b8bf0f35a2c,01/07/2022 18:13:52
https://www.homes.com/property/9487-questa-pointe-san-diego-ca-92126/id-100004837074/,"9487 Questa Pointe, San Diego, CA 92126","$665,988",San Diego,CA,92126,9487 Questa Pointe,32.931143,-117.121319,,"This Condominium is located at 9487 Questa Pointe, San Diego, Ca. The estimated value of this home is currently priced at 665,988, approximately $541.01 per square foot. 9487 Questa Pointe is within the school district San Diego Unified School District with nearby schools including Hage Elementary School, Wangenheim Middle School, and Mira Mesa High School.",2,2,"1,231",23bbac76-be15-50e3-bfec-91db9b67e0c0,01/07/2022 18:13:53
https://www.homes.com/property/320-beverly-ave-barstow-ca-92311/id-100002455952/,"320 Beverly Ave, Barstow, CA 92311","$232,624",Barstow,CA,92311,320 Beverly Ave,34.884913,-117.002038,,"This Single Family Residence is located at 320 Beverly Ave, Barstow, Ca. The estimated value of this home is currently priced at 232,624, approximately $203.34 per square foot. This property was originally built in 1963. 320 Beverly Ave is within the school district Barstow Unified School District with nearby schools including Montara Elementary School, Barstow Junior High School, and Barstow High School.",4,2,"1,144",afd78275-17c6-5857-b903-6bd11c7b6131,01/07/2022 18:13:53
https://www.homes.com/property/1127-post-st-redlands-ca-92374/id-100002434666/,"1127 Post St, Redlands, CA 92374",Ask for Price,Redlands,CA,92374,1127 Post St,34.067745,-117.177374,,"This Duplex is located at 1127 Post St, Redlands, Ca. This property was originally built in 1985. 1127 Post St is within the school district Redlands Unified School District with nearby schools including Lugonia Elementary School, Moore Middle School, and Citrus Valley High School.",,0,,a3fb5fd3-ab66-5157-be1b-cc9ad7c4311c,01/07/2022 18:13:53
https://www.homes.com/property/5840-calvine-rd-sacramento-ca-95823/id-100001946082/,"5840 Calvine Rd, Sacramento, CA 95823","$507,384",Sacramento,CA,95823,5840 Calvine Rd,38.450774,-121.435387,,"This Single Family Residence is located at 5840 Calvine Rd, Sacramento, Ca. The estimated value of this home is currently priced at 507,384, approximately $343.29 per square foot. This property was originally built in 1991. 5840 Calvine Rd is within the school district Elk Grove Unified School District with nearby schools including Barbara Comstock Morse Elementary School, Barbara Comstock Morse Elementary School, and Monterey Trail High School.",4,2,"1,478",3b35e2d2-e4c6-52bf-b2da-546c58470d0f,01/07/2022 18:13:53
https://www.homes.com/property/18645-hatteras-st-404-tarzana-ca-91356/id-100005521084/,"18645 Hatteras St 404, Tarzana, CA 91356","$347,319",Tarzana,CA,91356,18645 Hatteras St 404,34.17793,-118.539888,,"This Condominium is located at 18645 Hatteras St 404, Tarzana, Ca. The estimated value of this home is currently priced at 347,319, approximately $574.08 per square foot. This property was originally built in 1973. 18645 Hatteras St 404 is within the school district Los Angeles Unified School District with nearby schools including Tarzana Elementary School, Gaspar De Portola Middle School, and Reseda Senior High School.",1Bed,1,605,445b74a2-ae18-5f0d-9943-08c32ca2a0b6,01/07/2022 18:13:53
https://www.homes.com/property/198-melissa-cir-daly-city-ca-94014/id-100000463028/,"198 Melissa Cir, Daly City, CA 94014","$1,543,410",Daly City,CA,94014,198 Melissa Cir,37.698377,-122.459043,,"This Single Family Residence is located at 198 Melissa Cir, Daly City, Ca. The estimated value of this home is currently priced at 1,543,410, approximately $862.24 per square foot. This property was originally built in 1998. 198 Melissa Cir is within the school district Jefferson Union High School District with nearby schools including John F. Kennedy Elementary School, Thomas R. Pollicita Middle School, and Jefferson High School.",4,3,"1,790",6563363a-b274-55a1-b1f2-90c7edb35cad,01/07/2022 18:13:53
https://www.homes.com/property/502-chablis-way-manteca-ca-95337/id-100000343194/,"502 Chablis Way, Manteca, CA 95337","$523,152",Manteca,CA,95337,502 Chablis Way,37.787688,-121.221647,,"This Single Family Residence is located at 502 Chablis Way, Manteca, Ca. The estimated value of this home is currently priced at 523,152, approximately $397.83 per square foot. This property was originally built in 1993. 502 Chablis Way is within the school district Manteca Unified School District with nearby schools including Sequoia Elementary School, Sequoia Elementary School, and Manteca High School.",3,2,"1,315",b5ca6920-2350-5849-97a7-bcc66ffd1ff4,01/07/2022 18:13:53
https://www.homes.com/property/3663-katie-lendre-dr-fallbrook-ca-92028/id-100001649945/,"3663 Katie Lendre Dr, Fallbrook, CA 92028","$1,109,676",Fallbrook,CA,92028,3663 Katie Lendre Dr,33.325468,-117.191881,,"This Single Family Residence is located at 3663 Katie Lendre Dr, Fallbrook, Ca. The estimated value of this home is currently priced at 1,109,676, approximately $390.04 per square foot. 3663 Katie Lendre Dr is within the school district Bonsall Unified School District with nearby schools including Bonsall Elementary School, Live Oak Elementary School, and Bonsall High School.",4,3,"2,845",0f0f4c77-de5a-505b-a18e-5af21e4cefe2,01/07/2022 18:13:53
https://www.homes.com/property/8446-parkbrook-st-san-diego-ca-92114/id-100002300607/,"8446 Parkbrook St, San Diego, CA 92114","$678,915",San Diego,CA,92114,8446 Parkbrook St,32.701161,-117.022183,,"This Single Family Residence is located at 8446 Parkbrook St, San Diego, Ca. The estimated value of this home is currently priced at 678,915, approximately $389.51 per square foot. 8446 Parkbrook St is within the school district San Diego Unified School District with nearby schools including Freese Elementary School, Bell Middle School, and Morse High School.",5,3,"1,743",bdd955b7-fd65-510b-a13b-d99dd440dcde,01/07/2022 18:13:53
https://www.homes.com/property/717-woodbine-ct-thousand-oaks-ca-91360/id-100001494712/,"717 Woodbine Ct, Thousand Oaks, CA 91360","$1,150,160",Thousand Oaks,CA,91360,717 Woodbine Ct,34.220775,-118.893673,,"This Single Family Residence is located at 717 Woodbine Ct, Thousand Oaks, Ca. The estimated value of this home is currently priced at 1,150,160, approximately $534.96 per square foot. This property was originally built in 1979. 717 Woodbine Ct is within the school district Conejo Valley Unified School District with nearby schools including Wildwood Elementary School, Redwood Middle School, and Thousand Oaks High School.",4,3,"2,150",9b476c80-ccfd-521b-a1ef-5140bd7b2a8b,01/07/2022 18:13:54
https://www.homes.com/property/2024-via-alexandra-escondido-ca-92026/id-100001804825/,"2024 Via Alexandra, Escondido, CA 92026","$840,164",Escondido,CA,92026,2024 Via Alexandra,33.154196,-117.10489,,"This Single Family Residence is located at 2024 Via Alexandra, Escondido, Ca. The estimated value of this home is currently priced at 840,164, approximately $419.03 per square foot. This property was originally built in 1988. 2024 Via Alexandra is within the school district Escondido Union High School District with nearby schools including Reidy Creek Elementary School, Rincon Middle School, and Escondido High School.",4,3,"2,005",d40254d4-ec9a-516f-974e-ca84b256119f,01/07/2022 18:13:54
https://www.homes.com/property/39380-vineland-st-beaumont-ca-92223/id-100003256646/,"39380 Vineland St, Cherry Valley, CA 92223","$457,909",Cherry Valley,CA,92223,39380 Vineland St,33.972634,-116.97478,,"This Single Family Residence is located at 39380 Vineland St, Cherry Valley, Ca. The estimated value of this home is currently priced at 457,909, approximately $350.62 per square foot. This property was originally built in 1960. 39380 Vineland St is within the school district Beaumont Unified School District with nearby schools including Brookside Elementary School, Mountain View Middle School, and Beaumont Senior High School.",3,1,"1,306",00240a48-e3db-5e22-afa7-6745e0c80ca7,01/07/2022 18:13:54
https://www.homes.com/property/1116-kidd-rd-windsor-ca-95492/id-100000824210/,"1116 Kidd Rd, Windsor, CA 95492","$1,334,928",Windsor,CA,95492,1116 Kidd Rd,38.558395,-122.830892,,"This Single Family Residence is located at 1116 Kidd Rd, Windsor, Ca. The estimated value of this home is currently priced at 1,334,928, approximately $555.29 per square foot. This property was originally built in 1992. 1116 Kidd Rd is within the school district Windsor Unified School District with nearby schools including Brooks Elementary School, Windsor Middle School, and Windsor High School.",4,3,"2,404",dd2384c5-d602-5400-8bf5-e33e7ff1f196,01/07/2022 18:13:54
https://www.homes.com/property/5977-cougar-ln-santa-rosa-ca-95409/id-100000792848/,"5977 Cougar Ln, Santa Rosa, CA 95409","$1,498,041",Santa Rosa,CA,95409,5977 Cougar Ln,38.481029,-122.604613,,"This Single Family Residence is located at 5977 Cougar Ln, Santa Rosa, Ca. The estimated value of this home is currently priced at 1,498,041, approximately $452.72 per square foot. This property was originally built in 2000. 5977 Cougar Ln is within the school district Santa Rosa High School District with nearby schools including Sequoia Elementary School, Rincon Valley Charter School, and Maria Carrillo High School.",3,3,"3,309",1d1cdc28-d782-59be-8744-f51e41f34a70,01/07/2022 18:13:54
https://www.homes.com/property/4109-greenbush-ave-sherman-oaks-ca-91423/id-100005621930/,"4109 Greenbush Ave, Sherman Oaks, CA 91423","$3,803,072",Sherman Oaks,CA,91423,4109 Greenbush Ave,34.14436,-118.426377,,"This Single Family Residence is located at 4109 Greenbush Ave, Sherman Oaks, Ca. The estimated value of this home is currently priced at 3,803,072, approximately $1,080.42 per square foot. This property was originally built in 1941. 4109 Greenbush Ave is within the school district Los Angeles Unified School District with nearby schools including Dixie Canyon Community Charter, Robert A Millikan Middle School Affiliated Charter And Performing Arts Magnet, and Ulysses S Grant Senior High School.",4,3,"3,520",d264e5a3-7dbd-5230-b58a-24020fd73a63,01/07/2022 18:13:54
https://www.homes.com/property/20611-de-forest-st-woodland-hills-ca-91364/id-100005528755/,"20611 De Forest St, Woodland Hills, CA 91364","$1,396,980",Woodland Hills,CA,91364,20611 De Forest St,34.160597,-118.58193,,"This Single Family Residence is located at 20611 De Forest St, Woodland Hills, Ca. The estimated value of this home is currently priced at 1,396,980, approximately $732.55 per square foot. This property was originally built in 1956. 20611 De Forest St is within the school district Los Angeles Unified School District with nearby schools including Serrania Avenue Charter For Enriched Studies, Woodland Hills Academy, and William Howard Taft Charter High School.",3,3,"1,907",3b86048c-2a8b-50e6-a312-3e5ca20f11f6,01/07/2022 18:13:55
https://www.homes.com/property/1260-conestoga-way-norco-ca-92860/id-100002287346/,"1260 Conestoga Way, Norco, CA 92860","$1,045,110",Norco,CA,92860,1260 Conestoga Way,33.900884,-117.543382,,"This Single Family Residence is located at 1260 Conestoga Way, Norco, Ca. The estimated value of this home is currently priced at 1,045,110, approximately $268.32 per square foot. This property was originally built in 2001. 1260 Conestoga Way is within the school district Corona-Norco Unified School District with nearby schools including Norco Elementary School, Norco Elementary School, and Norco High School.",6,4,"3,895",71d0c0c2-5838-51b3-8d6d-84c1faa4e027,01/07/2022 18:13:55
https://www.homes.com/property/2994-ren-way-madera-ca-93637/id-100002843614/,"2994 Ren Way, Madera, CA 93637","$327,152",Madera,CA,93637,2994 Ren Way,36.953603,-120.097572,,"This Single Family Residence is located at 2994 Ren Way, Madera, Ca. The estimated value of this home is currently priced at 327,152. This property was originally built in 2003. 2994 Ren Way is within the school district Madera Unified School District with nearby schools including Howard Elementary School, Howard Elementary School, and Madera High School.",4,2,,23311b58-f13a-5a4c-bc7d-d6d639b473e2,01/07/2022 18:13:55
https://www.homes.com/property/5423-fetlock-ave-fontana-ca-92336/id-100002491317/,"5423 Fetlock Ave, Fontana, CA 92336","$723,534",Fontana,CA,92336,5423 Fetlock Ave,34.155649,-117.487399,,"This Single Family Residence is located at 5423 Fetlock Ave, Fontana, Ca. The estimated value of this home is currently priced at 723,534, approximately $282.63 per square foot. This property was originally built in 1996. 5423 Fetlock Ave is within the school district Chaffey Joint Union High School District with nearby schools including David W. Long Elementary School, Summit Intermediate School, and Etiwanda High School.",4,2,"2,560",b1eeab0c-7dc0-5262-aa83-708a5c0343a6,01/07/2022 18:13:56
https://www.homes.com/property/1427-e-hungerford-st-long-beach-ca-90805/id-100000132586/,"1427 E Hungerford St, Long Beach, CA 90805","$579,420",Long Beach,CA,90805,1427 E Hungerford St,33.863046,-118.174704,,"This Single Family Residence is located at 1427 E Hungerford St, Long Beach, Ca. The estimated value of this home is currently priced at 579,420, approximately $638.13 per square foot. This property was originally built in 1927. 1427 E Hungerford St is within the school district Long Beach Unified School District with nearby schools including Harte Elementary School, Lindbergh Stem Academy, and Jordan High School.",2,1,908,9d8b35ba-0d9a-5689-96aa-ce346a9a326d,01/07/2022 18:13:56
https://www.homes.com/property/29803-yorkton-rd-murrieta-ca-92563/id-100003529775/,"29803 Yorkton Rd, Murrieta, CA 92563","$612,045",Murrieta,CA,92563,29803 Yorkton Rd,33.574581,-117.139632,,"This Single Family Residence is located at 29803 Yorkton Rd, Murrieta, Ca. The estimated value of this home is currently priced at 612,045, approximately $220.72 per square foot. This property was originally built in 2001. 29803 Yorkton Rd is within the school district Murrieta Valley Unified School District with nearby schools including Monte Vista Elementary School, Dorothy McElhinney Middle School, and Vista Murrieta High School.",3,3,"2,773",1f4243dd-f18f-5fb2-a7cc-07c5fbf25b93,01/07/2022 18:13:56
https://www.homes.com/property/225-plymouth-ave-bakersfield-ca-93308/id-100004374570/,"225 Plymouth Ave, Bakersfield, CA 93308",Ask for Price,Bakersfield,CA,93308,225 Plymouth Ave,35.40797,-119.026014,,"This Duplex is located at 225 Plymouth Ave, Bakersfield, Ca. This property was originally built in 1934. 225 Plymouth Ave is within the school district Kern High School District with nearby schools including Beardsley Junior High School, Beardsley Junior High School, and North High School.",1Bed,0,630,e36af15b-2dfa-573f-b79f-88ebb68ee4ac,01/07/2022 18:13:56
https://www.homes.com/property/2693-nicholas-st-simi-valley-ca-93065/id-100001510959/,"2693 Nicholas St, Simi Valley, CA 93065","$802,894",Simi Valley,CA,93065,2693 Nicholas St,34.287646,-118.744232,,"This Single Family Residence is located at 2693 Nicholas St, Simi Valley, Ca. The estimated value of this home is currently priced at 802,894, approximately $486.01 per square foot. This property was originally built in 1979. 2693 Nicholas St is within the school district Simi Valley Unified School District with nearby schools including Atherwood Elementary School, Sinaloa Middle School, and Simi Valley High School.",3,2,"1,652",c30b0fc0-7465-5941-94cf-e62b4ab60e7a,01/07/2022 18:13:56
https://www.homes.com/property/3226-e-saginaw-way-fresno-ca-93726/id-100004134850/,"3226 E Saginaw Way, Fresno, CA 93726","$245,865",Fresno,CA,93726,3226 E Saginaw Way,36.788383,-119.770789,,"This Single Family Residence is located at 3226 E Saginaw Way, Fresno, Ca. The estimated value of this home is currently priced at 245,865, approximately $194.21 per square foot. 3226 E Saginaw Way is within the school district Fresno Unified School District with nearby schools including Pyle Elementary School, Tioga Middle School, and Hoover High School.",3,1,"1,266",ca31d13d-75d6-5886-8da9-01912f47d896,01/07/2022 18:13:56
https://www.homes.com/property/1511-buena-vista-st-brentwood-ca-94513/id-100002171125/,"1511 Buena Vista St, Brentwood, CA 94513","$823,350",Brentwood,CA,94513,1511 Buena Vista St,37.937874,-121.725764,,"This Single Family Residence is located at 1511 Buena Vista St, Brentwood, Ca. The estimated value of this home is currently priced at 823,350, approximately $370.54 per square foot. This property was originally built in 1999. 1511 Buena Vista St is within the school district Liberty Union High School District with nearby schools including Loma Vista Elementary School, Bristow Middle School, and Heritage High School.",4,3,"2,222",3b80e5a4-bfca-5f72-8e2d-abc8c27d7880,01/07/2022 18:13:56
https://www.homes.com/property/7203-san-miguel-ave-lemon-grove-ca-91945/id-100002177191/,"7203 San Miguel Ave, Lemon Grove, CA 91945","$675,853",Lemon Grove,CA,91945,7203 San Miguel Ave,32.735061,-117.042697,,"This Single Family Residence is located at 7203 San Miguel Ave, Lemon Grove, Ca. The estimated value of this home is currently priced at 675,853, approximately $618.91 per square foot. 7203 San Miguel Ave is within the school district Grossmont Union High School District with nearby schools including San Miguel Elementary School, San Miguel Elementary School, and Helix Charter High School.",2,1,"1,092",67b4e624-5efb-52fb-95ae-c4fcaf39b314,01/07/2022 18:13:56
https://www.homes.com/property/3101-plaza-del-amo-87-87-torrance-ca-90503/id-100000262400/,"3101 Plaza Del Amo 87 87, Torrance, CA 90503","$903,887",Torrance,CA,90503,3101 Plaza Del Amo 87 87,33.828502,-118.34071,,"This Condominium is located at 3101 Plaza Del Amo 87 87, Torrance, Ca. The estimated value of this home is currently priced at 903,887, approximately $625.09 per square foot. This property was originally built in 1986. 3101 Plaza Del Amo 87 87 is within the school district Torrance Unified School District with nearby schools including Hickory Elementary School, Madrona Middle School, and Torrance High School.",3,3,"1,446",ea49ee6c-a109-564c-86ab-d33d8e174b24,01/07/2022 18:13:57
https://www.homes.com/property/11-dorian-way-san-rafael-ca-94901/id-100005036145/,"11 Dorian Way, San Rafael, CA 94901","$2,126,992",San Rafael,CA,94901,11 Dorian Way,37.979638,-122.490504,,"This Single Family Residence is located at 11 Dorian Way, San Rafael, Ca. The estimated value of this home is currently priced at 2,126,992, approximately $833.79 per square foot. This property was originally built in 1965. 11 Dorian Way is within the school district San Rafael City High School District with nearby schools including San Pedro Elementary School, Davidson Middle School, and San Rafael High School.",4,2,"2,551",f028cd10-ad5f-5e8d-a4ed-dbc95f492520,01/07/2022 18:13:57
